2024-01-03 04:00:00,Location 1,298.33,4.17,576,90.81,303.07,2.44,131.96
2024-01-03 05:00:00,Location 1,296.81,7.90,363,17.33,299.75,1.98,199.56
2024-01-03 06:00:00,Location 1,43.14,3.46,130,55.98,39.70,2.32,37.42
2024-01-03 07:00:00,Location 1,185.15,7.14,57,21.83,186.53,2.49,216.96
2024-01-03 08:00:00,Location 1,135.35,9.33,487,30.53,131.08,2.02,247.05
2024-01-03 09:00:00,Location 1,204.26,1.60,378,82.52,201.42,1.49,134.22
2024-01-03 10:00:00,Location 1,207.24,10.07,838,2.17,212.06,0.42,236.93
2024-01-03 11:00:00,Location 1,40.38,8.82,304,63.33,39.24,1.71,164.83
2024-01-03 12:00:00,Location 1,120.57,7.47,525,44.30,121.20,3.06,142.04
2024-01-03 13:00:00,Location 1,196.37,8.31,883,8.30,191.41,0.49,118.24
2024-01-03 14:00:00,Location 1,65.57,8.70,661,49.37,65.27,2.37,231.50
2024-01-03 15:00:00,Location 1,126.62,9.72,726,51.35,127.86,1.21,13.14
2024-01-03 16:00:00,Location 1,376.26,9.50,607,75.39,376.92,0.13,6.85
2024-01-03 17:00:00,Location 1,249.72,9.39,753,82.59,245.73,1.65,11.42
2024-01-03 18:00:00,Location 1,15.79,9.22,156,80.36,16.28,0.42,207.81
2024-01-03 19:00:00,Location 1,148.89,6.64,957,30.83,144.67,3.30,215.57
2024-01-03 20:00:00,Location 1,58.44,1.44,1013,33.02,57.86,3.63,183.41
2024-01-03 21:00:00,Location 1,115.24,2.83,424,30.16,115.18,1.76,148.74
2024-01-03 22:00:00,Location 1,260.90,1.11,536,3.42,260.31,0.68,63.81
2024-01-03 23:00:00,Location 1,228.28,1.75,618,67.69,224.00,0.50,225.50
2024-01-04 00:00:00,Location 1,300.92,5.73,668,32.28,300.56,0.83,16.43
2024-01-04 01:00:00,Location 1,341.50,1.44,687,76.16,342.82,2.83,16.10
2024-01-04 02:00:00,Location 1,277.64,9.58,195,56.94,273.71,3.74,90.77
2024-01-04 03:00:00,Location 1,308.78,3.17,990,39.61,307.11,3.63,250.15
2024-01-04 04:00:00,Location 1,4.82,3.50,319,75.54,4.06,3.94,140.30
2024-01-04 05:00:00,Location 1,146.65,3.06,793,37.17,141.87,1.69,221.69
2024-01-04 06:00:00,Location 1,71.36,3.04,939,74.84,75.25,1.69,153.02
2024-01-04 07:00:00,Location 1,76.89,7.29,234,7.26,75.70,0.04,202.70
2024-01-04 08:00:00,Location 1,336.42,10.73,326,27.74,336.88,3.11,198.91
2024-01-04 09:00:00,Location 1,328.26,2.10,750,72.36,324.24,0.08,1.01
2024-01-04 10:00:00,Location 1,188.09,7.86,753,87.63,183.19,3.49,189.15
2024-01-04 11:00:00,Location 1,398.87,6.13,197,80.29,396.46,3.77,125.60
2024-01-04 12:00:00,Location 1,376.22,3.06,207,17.93,374.01,3.59,55.39
2024-01-04 13:00:00,Location 1,214.91,8.35,540,89.98,211.02,1.68,228.83
2024-01-04 14:00:00,Location 1,50.45,4.92,239,7.25,54.74,0.87,87.82
2024-01-04 15:00:00,Location 1,134.42,5.26,742,20.71,132.47,0.63,109.62
2024-01-04 16:00:00,Location 1,140.73,9.82,810,58.87,139.36,3.29,161.32
2024-01-04 17:00:00,Location 1,347.47,5.97,256,3.51,348.39,3.20,199.28
2024-01-04 18:00:00,Location 1,92.54,6.09,732,26.15,94.45,3.57,125.64
2024-01-04 19:00:00,Location 1,293.15,9.75,526,46.02,295.26,0.76,46.21
2024-01-04 20:00:00,Location 1,146.00,7.53,912,93.09,149.87,2.04,136.22
2024-01-04 21:00:00,Location 1,305.41,2.68,224,64.90,307.87,0.04,160.32
2024-01-04 22:00:00,Location 1,74.88,0.82,681,79.83,79.77,2.02,206.51
2024-01-04 23:00:00,Location 1,209.58,2.28,507,85.04,209.31,1.80,71.01
2024-01-05 00:00:00,Location 1,176.66,7.12,623,66.41,176.16,2.67,117.81
2024-01-05 01:00:00,Location 1,5.88,5.44,643,99.49,5.03,2.65,234.83
2024-01-05 02:00:00,Location 1,377.05,10.58,495,62.23,376.39,1.35,144.15
2024-01-05 03:00:00,Location 1,61.88,9.43,747,39.77,66.46,3.88,159.92
2024-01-05 04:00:00,Location 1,170.34,5.65,241,23.51,174.21,0.73,31.76
2024-01-05 05:00:00,Location 1,232.54,6.71,890,3.96,236.32,0.17,45.69
2024-01-05 06:00:00,Location 1,4.33,6.77,283,25.27,2.80,1.68,10.81
2024-01-05 07:00:00,Location 1,371.71,3.54,155,90.35,371.19,2.65,94.19
2024-01-05 08:00:00,Location 1,246.56,3.69,895,32.35,248.88,3.59,125.19
2024-01-05 09:00:00,Location 1,344.29,4.82,514,12.52,347.76,0.19,150.74
2024-01-05 10:00:00,Location 1,5.74,5.68,861,35.42,9.21,0.20,97.95
2024-01-05 11:00:00,Location 1,267.59,4.98,766,6.59,265.18,1.10,144.71
2024-01-05 12:00:00,Location 1,360.93,5.18,94,38.96,358.46,3.19,85.98
2024-01-05 13:00:00,Location 1,232.80,6.80,195,38.86,235.27,1.63,195.92
2024-01-05 14:00:00,Location 1,364.19,3.93,515,60.52,363.11,2.35,44.92
2024-01-05 15:00:00,Location 1,346.65,4.73,336,86.41,344.97,2.01,50.42
2024-01-05 16:00:00,Location 1,33.46,10.78,1003,14.95,35.65,0.84,234.69
2024-01-05 17:00:00,Location 1,143.29,6.70,741,16.91,140.87,3.28,207.75
2024-01-05 18:00:00,Location 1,399.24,8.91,819,45.68,397.04,1.15,199.28
2024-01-05 19:00:00,Location 1,81.66,5.83,311,92.17,82.77,2.39,8.69
2024-01-05 20:00:00,Location 1,165.81,7.46,996,56.58,166.92,3.05,16.32
2024-01-05 21:00:00,Location 1,257.02,1.67,95,69.79,257.72,0.66,47.84
2024-01-05 22:00:00,Location 1,382.49,8.11,381,31.76,380.03,0.68,120.51
2024-01-05 23:00:00,Location 1,389.13,4.25,69,2.49,392.58,2.38,43.46
2024-01-06 00:00:00,Location 1,315.82,2.38,785,59.38,319.71,1.86,229.15
2024-01-06 01:00:00,Location 1,195.95,5.07,695,98.29,198.70,1.18,149.55
2024-01-06 02:00:00,Location 1,80.81,2.38,693,67.32,81.69,2.99,65.46
2024-01-06 03:00:00,Location 1,320.42,2.93,712,45.26,321.74,3.37,209.00
2024-01-06 04:00:00,Location 1,110.27,1.14,500,24.25,112.46,3.96,138.45
2024-01-06 05:00:00,Location 1,102.28,10.38,440,40.35,107.04,1.21,139.72
2024-01-06 06:00:00,Location 1,203.18,10.09,997,40.86,198.94,0.44,73.75
2024-01-06 07:00:00,Location 1,114.12,3.86,1022,75.16,116.18,3.19,196.46
2024-01-06 08:00:00,Location 1,128.39,7.34,861,53.30,124.66,3.19,125.46
2024-01-06 09:00:00,Location 1,23.04,10.56,299,14.40,20.89,2.67,247.21
2024-01-06 10:00:00,Location 1,52.51,8.57,699,11.50,50.98,2.11,185.69
2024-01-06 11:00:00,Location 1,142.96,3.83,841,10.86,138.97,0.82,20.52
2024-01-06 12:00:00,Location 1,340.60,5.37,498,80.52,337.48,1.33,46.73
2024-01-06 13:00:00,Location 1,155.03,6.96,828,28.04,159.08,1.65,177.05
2024-01-06 14:00:00,Location 1,73.35,9.59,650,49.07,76.61,3.85,182.27
2024-01-06 15:00:00,Location 1,234.48,8.80,815,59.78,233.08,2.50,240.11
2024-01-06 16:00:00,Location 1,278.27,3.09,889,17.60,276.48,0.42,138.22
2024-01-06 17:00:00,Location 1,345.84,1.11,873,56.52,345.60,1.40,176.75
2024-01-06 18:00:00,Location 1,159.04,5.77,30,41.87,158.20,1.13,226.48
2024-01-06 19:00:00,Location 1,155.55,3.21,606,49.31,154.65,0.53,1.70
2024-01-06 20:00:00,Location 1,83.17,3.50,123,44.70,80.71,3.53,45.20
2024-01-06 21:00:00,Location 1,239.66,9.72,599,76.19,237.49,1.01,244.44
2024-01-06 22:00:00,Location 1,261.76,7.54,103,11.69,258.21,1.13,196.03
2024-01-06 23:00:00,Location 1,175.72,9.28,337,89.46,173.12,3.38,18.63
2024-01-07 00:00:00,Location 1,285.28,5.42,951,46.44,282.07,1.75,250.95
2024-01-07 01:00:00,Location 1,311.50,1.45,374,32.46,311.77,2.22,3.31
2024-01-07 02:00:00,Location 1,213.42,5.84,676,43.86,216.71,1.68,82.59
2024-01-07 03:00:00,Location 1,197.08,10.04,220,63.03,194.71,0.04,186.38
2024-01-07 04:00:00,Location 1,236.54,8.15,481,8.52,232.93,0.98,106.18
2024-01-07 05:00:00,Location 1,94.94,1.11,804,46.49,95.24,0.12,126.45
2024-01-07 06:00:00,Location 1,203.02,9.18,452,11.16,206.31,2.10,64.73
2024-01-07 07:00:00,Location 1,164.89,0.12,59,11.02,167.98,1.04,77.38
2024-01-07 08:00:00,Location 1,154.09,9.36,864,81.94,155.35,1.16,83.88
2024-01-07 09:00:00,Location 1,160.46,9.87,552,78.43,161.19,2.04,33.57
2024-01-07 10:00:00,Location 1,60.36,0.45,34,23.61,57.98,2.26,115.30
2024-01-07 11:00:00,Location 1,219.87,0.74,188,70.22,216.08,3.13,61.99
2024-01-07 12:00:00,Location 1,76.15,4.99,447,18.48,72.13,0.40,127.46
2024-01-07 13:00:00,Location 1,265.47,9.40,539,26.11,264.76,0.80,50.03
2024-01-07 14:00:00,Location 1,105.11,9.83,833,69.12,100.51,1.66,245.12
2024-01-07 15:00:00,Location 1,219.90,8.01,574,57.60,215.68,2.89,115.18
2024-01-07 16:00:00,Location 1,311.61,0.15,459,88.41,314.61,3.57,127.84
2024-01-07 17:00:00,Location 1,15.07,3.60,164,58.32,12.12,1.69,154.18
2024-01-07 18:00:00,Location 1,335.76,4.00,544,12.71,337.70,2.07,11.43
2024-01-07 19:00:00,Location 1,197.78,4.89,875,46.44,201.36,0.31,104.07
2024-01-07 20:00:00,Location 1,272.41,6.10,953,51.70,275.48,0.41,10.03
2024-01-07 21:00:00,Location 1,398.78,0.66,351,44.47,401.65,1.00,77.70
2024-01-07 22:00:00,Location 1,378.36,4.22,854,20.89,376.02,3.31,108.84
2024-01-07 23:00:00,Location 1,322.86,6.43,695,70.40,323.66,1.99,21.72
2024-01-08 00:00:00,Location 1,276.67,2.11,504,84.19,276.64,2.10,139.72
2024-01-08 01:00:00,Location 1,301.73,3.49,322,38.00,306.55,3.57,178.66
2024-01-08 02:00:00,Location 1,313.63,5.72,562,76.41,314.42,0.66,254.08
2024-01-08 03:00:00,Location 1,202.74,3.08,648,8.22,206.18,2.60,220.73
2024-01-08 04:00:00,Location 1,318.53,7.87,864,79.48,319.46,1.31,97.07
2024-01-08 05:00:00,Location 1,162.24,9.00,419,48.58,162.77,2.27,111.69
2024-01-08 06:00:00,Location 1,187.69,5.82,571,82.90,188.18,2.38,107.79
2024-01-08 07:00:00,Location 1,329.31,10.60,566,84.95,333.99,1.35,177.15
2024-01-08 08:00:00,Location 1,339.23,8.03,885,94.86,337.07,1.31,229.61
2024-01-08 09:00:00,Location 1,273.06,5.02,171,77.76,274.24,2.56,107.03
2024-01-08 10:00:00,Location 1,80.12,8.17,557,55.39,80.29,2.54,122.24
2024-01-08 11:00:00,Location 1,200.18,10.86,340,33.50,196.20,2.96,161.17
2024-01-08 12:00:00,Location 1,63.85,0.06,690,9.95,64.57,0.51,131.60
2024-01-08 13:00:00,Location 1,134.62,8.03,966,45.92,135.81,2.74,118.98
2024-01-08 14:00:00,Location 1,90.96,5.08,200,3.10,93.80,3.44,91.58
2024-01-08 15:00:00,Location 1,297.87,1.74,268,48.41,299.46,3.66,109.21
2024-01-08 16:00:00,Location 1,396.68,8.09,292,62.25,392.86,3.86,212.35
2024-01-08 17:00:00,Location 1,142.86,8.06,596,47.24,145.20,0.21,70.70
2024-01-08 18:00:00,Location 1,319.95,4.49,259,49.26,321.04,3.40,228.07
2024-01-08 19:00:00,Location 1,89.16,3.72,60,20.32,89.19,0.55,196.72
2024-01-08 20:00:00,Location 1,376.62,9.69,270,68.35,373.09,1.09,71.58
2024-01-08 21:00:00,Location 1,333.83,10.89,857,92.04,329.69,1.09,80.85
2024-01-08 22:00:00,Location 1,24.02,4.77,446,36.28,21.44,2.51,77.61
2024-01-08 23:00:00,Location 1,335.65,1.21,1,33.20,332.65,0.87,195.14
2024-01-09 00:00:00,Location 1,173.95,5.59,280,88.03,178.78,3.33,75.67
2024-01-09 01:00:00,Location 1,92.06,9.75,156,34.16,88.07,2.42,236.94
2024-01-09 02:00:00,Location 1,279.00,3.76,812,98.67,275.11,1.12,6.90
2024-01-09 03:00:00,Location 1,84.40,4.38,693,6.86,80.49,1.29,182.51
2024-01-09 04:00:00,Location 1,72.85,6.16,700,46.58,73.69,2.24,114.20
2024-01-09 05:00:00,Location 1,267.71,3.00,642,9.45,263.29,2.32,176.56
2024-01-09 06:00:00,Location 1,98.49,3.69,105,65.36,94.26,0.77,96.65
2024-01-09 07:00:00,Location 1,189.58,2.55,568,10.67,185.39,1.87,222.38
2024-01-09 08:00:00,Location 1,246.05,8.41,487,77.14,248.96,1.02,201.02
2024-01-09 09:00:00,Location 1,166.85,1.08,949,44.96,168.31,3.34,87.05
2024-01-09 10:00:00,Location 1,268.37,5.06,82,59.45,264.67,1.90,191.76
2024-01-09 11:00:00,Location 1,251.27,1.14,697,89.49,254.92,1.42,32.64
2024-01-09 12:00:00,Location 1,83.52,2.76,217,68.04,78.93,3.24,107.27
2024-01-09 13:00:00,Location 1,295.21,7.76,799,25.28,294.32,0.99,241.37
2024-01-09 14:00:00,Location 1,141.57,7.24,540,72.94,145.41,0.94,61.87
2024-01-09 15:00:00,Location 1,96.63,10.99,302,0.96,101.11,2.12,19.69
2024-01-09 16:00:00,Location 1,171.56,2.16,928,51.03,169.44,1.98,116.23
2024-01-09 17:00:00,Location 1,114.87,6.97,382,38.14,115.65,3.08,85.01
2024-01-09 18:00:00,Location 1,193.00,10.74,570,52.08,195.46,0.67,58.29
2024-01-09 19:00:00,Location 1,375.92,0.27,495,54.57,376.58,2.43,76.21
2024-01-09 20:00:00,Location 1,61.65,6.90,906,59.82,58.53,1.66,68.16
2024-01-09 21:00:00,Location 1,34.21,8.39,647,88.60,30.67,0.18,179.39
2024-01-09 22:00:00,Location 1,142.92,7.87,569,69.92,143.99,0.21,100.19
2024-01-09 23:00:00,Location 1,238.72,3.50,916,26.01,239.69,3.21,9.61
2024-01-10 00:00:00,Location 1,344.22,6.37,915,90.04,346.79,3.29,14.87
2024-01-10 01:00:00,Location 1,38.91,1.23,658,92.16,36.05,2.67,67.98
2024-01-10 02:00:00,Location 1,181.02,9.46,568,0.53,185.41,0.26,29.13
2024-01-10 03:00:00,Location 1,248.47,5.43,908,48.11,245.98,2.77,39.78
2024-01-10 04:00:00,Location 1,279.52,3.25,287,15.74,279.80,3.69,11.94
2024-01-10 05:00:00,Location 1,193.10,5.74,268,56.09,191.51,3.33,236.87
2024-01-10 06:00:00,Location 1,296.08,5.41,183,12.29,296.08,2.33,64.20
2024-01-10 07:00:00,Location 1,115.64,9.50,545,62.09,111.04,3.82,111.36
2024-01-10 08:00:00,Location 1,38.74,5.55,418,69.89,40.46,0.25,139.80
2024-01-10 09:00:00,Location 1,141.78,4.56,817,38.51,143.58,1.92,21.96
2024-01-10 10:00:00,Location 1,24.08,8.13,777,13.40,24.95,3.33,95.45
2024-01-10 11:00:00,Location 1,227.60,8.27,205,48.21,226.91,2.13,176.79
2024-01-10 12:00:00,Location 1,304.70,0.33,521,75.99,308.03,3.65,203.75
2024-01-10 13:00:00,Location 1,240.19,0.08,878,26.48,243.87,0.85,137.25
2024-01-10 14:00:00,Location 1,214.52,9.85,388,74.72,210.98,3.63,89.01
2024-01-10 15:00:00,Location 1,262.62,1.27,1009,56.47,267.08,3.46,160.28
2024-01-10 16:00:00,Location 1,287.02,0.75,626,4.77,282.27,1.95,203.74
2024-01-10 17:00:00,Location 1,336.89,10.95,224,19.63,341.46,0.96,114.31
2024-01-10 18:00:00,Location 1,335.65,10.90,93,9.13,334.83,0.19,204.51
2024-01-10 19:00:00,Location 1,75.53,6.15,493,24.46,72.94,3.55,237.00
2024-01-10 20:00:00,Location 1,300.06,4.42,120,61.98,296.73,1.66,208.49
2024-01-10 21:00:00,Location 1,115.04,1.00,950,66.36,113.49,2.92,213.03
2024-01-10 22:00:00,Location 1,78.44,0.54,336,40.77,78.13,0.17,210.71
2024-01-10 23:00:00,Location 1,340.26,9.95,438,73.35,341.32,3.89,156.73
2024-01-11 00:00:00,Location 1,22.33,4.58,154,28.32,19.80,2.49,125.87
2024-01-11 01:00:00,Location 1,54.54,8.88,176,8.28,49.64,2.02,199.01
2024-01-11 02:00:00,Location 1,339.50,2.23,797,82.84,339.84,3.02,137.25
2024-01-11 03:00:00,Location 1,5.17,10.76,398,29.49,4.01,1.06,122.62
2024-01-11 04:00:00,Location 1,265.87,9.29,252,39.91,264.63,3.26,107.58
2024-01-11 05:00:00,Location 1,163.10,0.73,946,15.22,164.54,2.33,150.75
2024-01-11 06:00:00,Location 1,147.07,1.23,782,20.49,149.70,0.48,206.77
2024-01-11 07:00:00,Location 1,165.10,2.83,973,54.92,167.03,0.61,114.25
2024-01-11 08:00:00,Location 1,67.31,5.52,457,51.60,64.46,0.70,233.33
2024-01-11 09:00:00,Location 1,246.13,2.48,111,20.34,244.77,2.68,189.47
2024-01-11 10:00:00,Location 1,267.19,4.05,190,91.25,271.39,1.50,41.06
2024-01-11 11:00:00,Location 1,372.47,4.77,186,16.95,370.72,1.07,140.18
2024-01-11 12:00:00,Location 1,139.92,5.04,551,14.99,136.49,0.09,74.18
2024-01-11 13:00:00,Location 1,97.13,0.26,106,76.93,93.40,0.18,148.74
2024-01-11 14:00:00,Location 1,399.10,0.63,606,15.72,398.54,3.28,219.82
2024-01-11 15:00:00,Location 1,382.59,10.98,212,28.66,387.10,0.11,175.49
2024-01-11 16:00:00,Location 1,356.64,9.84,707,46.98,361.36,0.57,223.19
2024-01-11 17:00:00,Location 1,386.38,5.34,601,54.35,389.14,1.79,31.54
2024-01-11 18:00:00,Location 1,171.40,6.10,491,52.79,166.79,0.32,221.31
2024-01-11 19:00:00,Location 1,301.44,1.66,871,84.29,304.22,0.66,120.15
2024-01-11 20:00:00,Location 1,51.95,8.38,178,95.58,53.19,3.37,142.73
2024-01-11 21:00:00,Location 1,226.89,1.46,737,18.03,226.75,2.98,78.38
2024-01-11 22:00:00,Location 1,359.35,3.45,613,54.09,359.22,1.54,191.28
2024-01-11 23:00:00,Location 1,301.38,1.46,29,23.09,299.16,2.77,4.60
2024-01-12 00:00:00,Location 1,354.84,7.08,574,38.89,352.46,1.56,239.90
2024-01-12 01:00:00,Location 1,264.86,3.34,360,33.59,265.53,2.18,232.31
2024-01-12 02:00:00,Location 1,174.69,8.60,1015,89.65,172.03,1.46,20.37
2024-01-12 03:00:00,Location 1,155.09,10.09,992,9.07,153.74,2.56,252.60
2024-01-12 04:00:00,Location 1,392.70,9.42,514,98.01,389.67,0.33,202.19
2024-01-12 05:00:00,Location 1,352.56,3.43,30,18.54,355.30,0.97,250.62
2024-01-12 06:00:00,Location 1,398.67,7.09,268,59.79,402.77,0.07,25.23
2024-01-12 07:00:00,Location 1,289.20,7.97,405,53.31,285.17,0.13,113.58
2024-01-12 08:00:00,Location 1,106.51,2.13,586,19.11,109.13,3.40,200.97
2024-01-12 09:00:00,Location 1,230.49,6.15,518,66.78,228.74,2.12,220.32
2024-01-12 10:00:00,Location 1,263.69,3.32,831,6.95,265.97,3.02,151.41
2024-01-12 11:00:00,Location 1,169.53,2.47,458,87.16,170.53,3.43,9.78
2024-01-12 12:00:00,Location 1,351.31,0.97,188,37.04,353.89,3.16,43.11
2024-01-12 13:00:00,Location 1,141.10,1.25,217,84.97,144.41,2.60,26.77
2024-01-12 14:00:00,Location 1,240.09,1.48,577,88.55,242.72,1.13,209.30
2024-01-12 15:00:00,Location 1,32.62,5.59,123,83.22,36.08,1.96,234.23
2024-01-12 16:00:00,Location 1,336.77,9.27,412,92.71,332.33,0.99,69.20
2024-01-12 17:00:00,Location 1,147.40,3.58,604,2.15,151.48,3.88,4.41
2024-01-12 18:00:00,Location 1,106.14,0.38,136,61.95,101.99,0.36,18.19
2024-01-12 19:00:00,Location 1,11.55,9.54,742,84.67,12.70,3.65,197.71
2024-01-12 20:00:00,Location 1,364.66,8.06,805,63.53,368.53,0.80,130.84
2024-01-12 21:00:00,Location 1,271.74,6.08,400,20.53,275.32,2.39,251.40
2024-01-12 22:00:00,Location 1,141.99,9.57,759,45.58,140.04,1.54,144.00
2024-01-12 23:00:00,Location 1,66.73,2.76,335,73.26,64.32,1.24,120.57
2024-01-13 00:00:00,Location 1,216.70,6.78,55,36.64,212.17,0.85,49.12
2024-01-13 01:00:00,Location 1,29.92,7.82,317,11.47,27.22,0.31,49.07
2024-01-13 02:00:00,Location 1,221.92,4.16,172,90.19,221.43,2.31,254.18
2024-01-13 03:00:00,Location 1,351.29,5.42,517,8.65,352.84,3.07,22.93
2024-01-13 04:00:00,Location 1,288.56,0.90,1022,32.97,285.72,1.84,111.71
2024-01-13 05:00:00,Location 1,366.80,10.09,67,71.83,365.47,1.22,195.95
2024-01-13 06:00:00,Location 1,31.26,5.69,228,84.71,27.26,3.30,191.40
2024-01-13 07:00:00,Location 1,247.07,6.18,211,36.86,243.42,3.78,2.65
2024-01-13 08:00:00,Location 1,235.87,0.16,466,40.61,240.05,3.59,147.53
2024-01-13 09:00:00,Location 1,398.58,5.27,800,82.23,399.44,0.09,43.16
2024-01-13 10:00:00,Location 1,360.74,1.22,210,36.85,358.80,1.48,64.24
2024-01-13 11:00:00,Location 1,186.23,0.24,740,34.30,189.70,2.90,188.73
2024-01-13 12:00:00,Location 1,318.34,6.07,671,5.29,313.68,2.93,54.59
2024-01-13 13:00:00,Location 1,280.46,6.73,956,40.31,281.53,1.59,235.32
2024-01-13 14:00:00,Location 1,298.34,10.65,896,81.19,297.20,3.76,124.75
2024-01-13 15:00:00,Location 1,262.83,2.42,0,59.43,267.28,3.23,222.08
2024-01-13 16:00:00,Location 1,336.91,0.93,424,26.38,333.63,1.64,93.64
2024-01-13 17:00:00,Location 1,183.07,5.17,425,44.54,186.13,0.64,228.67
2024-01-13 18:00:00,Location 1,179.97,8.02,803,59.44,176.32,1.43,88.82
2024-01-13 19:00:00,Location 1,193.35,3.62,279,20.07,193.03,2.82,99.84
2024-01-13 20:00:00,Location 1,213.91,6.53,657,11.86,218.90,3.32,11.87
2024-01-13 21:00:00,Location 1,89.91,6.40,361,94.95,87.48,1.40,88.31
2024-01-13 22:00:00,Location 1,194.81,9.69,707,31.21,191.68,0.07,174.82
2024-01-13 23:00:00,Location 1,161.07,5.36,682,4.34,159.89,1.75,130.80
2024-01-14 00:00:00,Location 1,209.78,0.40,686,42.10,209.52,1.00,211.60
2024-01-14 01:00:00,Location 1,323.45,7.44,537,12.37,325.19,2.42,6.27
2024-01-14 02:00:00,Location 1,24.26,8.39,456,96.28,25.68,3.95,13.37
2024-01-14 03:00:00,Location 1,99.51,2.36,915,62.52,98.49,3.20,219.12
2024-01-14 04:00:00,Location 1,358.46,0.07,871,34.76,354.89,1.63,77.01
2024-01-14 05:00:00,Location 1,306.83,9.31,1001,80.57,303.46,1.76,54.28
